工作表,行号,A_值,A_公式,B_值,B_公式,C_值,C_公式,D_值,D_公式,E_值,E_公式,F_值,F_公式,G_值,G_公式,H_值,H_公式,I_值,I_公式,J_值,J_公式,K_值,K_公式,L_值,L_公式,M_值,M_公式,N_值,N_公式,O_值,O_公式,P_值,P_公式,Q_值,Q_公式,R_值,R_公式,S_值,S_公式,T_值,T_公式,U_值,U_公式,V_值,V_公式,W_值,W_公式,X_值,X_公式,Y_值,Y_公式,Z_值,Z_公式,AA_值,AA_公式,AB_值,AB_公式,AC_值,AC_公式,AD_值,AD_公式,AE_值,AE_公式
KSK线束BOM明细,154,6608442966,,组合式充电插座线束总成,,E281-HB-02,,塑料护板下盖,,N,,/,,,,1,,PCS,,博昊/天久/华凯,,★,,,,"=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,12,0),0)",=O154/1000*18.91+P154/1000*76.45+Q154/1000,=O154/1000*18.91+P154/1000*76.45+Q154/1000,=(N154+R154)*H154,=(N154+R154)*H154,=O154/1000*H154,=O154/1000*H154,=P154*H154,=P154*H154,=R154*H154,=R154*H154,"=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C154,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,155,6608442966,,组合式充电插座线束总成,,E281-ZJ-01,,金属支架,,N,,/,,,,1,,PCS,,恒伟林/贵龙/华凯,,★,,,,"=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,12,0),0)",=O155/1000*18.91+P155/1000*76.45+Q155/1000,=O155/1000*18.91+P155/1000*76.45+Q155/1000,=(N155+R155)*H155,=(N155+R155)*H155,=O155/1000*H155,=O155/1000*H155,=P155*H155,=P155*H155,=R155*H155,=R155*H155,"=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C155,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,156,6608442966,,组合式充电插座线束总成,,E281-ZJ-02,,金属支架,,N,,/,,,,1,,PCS,,恒伟林/贵龙/华凯,,★,,,,"=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,12,0),0)",=O156/1000*18.91+P156/1000*76.45+Q156/1000,=O156/1000*18.91+P156/1000*76.45+Q156/1000,=(N156+R156)*H156,=(N156+R156)*H156,=O156/1000*H156,=O156/1000*H156,=P156*H156,=P156*H156,=R156*H156,=R156*H156,"=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C156,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,157,6608442966,,组合式充电插座线束总成,,E281-ZJ-03,,金属支架,,N,,/,,,,1,,PCS,,恒伟林/贵龙/华凯,,★,,,,"=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,12,0),0)",=O157/1000*18.91+P157/1000*76.45+Q157/1000,=O157/1000*18.91+P157/1000*76.45+Q157/1000,=(N157+R157)*H157,=(N157+R157)*H157,=O157/1000*H157,=O157/1000*H157,=P157*H157,=P157*H157,=R157*H157,=R157*H157,"=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C157,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,158,6608442966,,组合式充电插座线束总成,,E281-ZJ-04,,金属支架,,N,,/,,,,1,,PCS,,恒伟林/贵龙/华凯,,★,,,,"=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,12,0),0)",=O158/1000*18.91+P158/1000*76.45+Q158/1000,=O158/1000*18.91+P158/1000*76.45+Q158/1000,=(N158+R158)*H158,=(N158+R158)*H158,=O158/1000*H158,=O158/1000*H158,=P158*H158,=P158*H158,=R158*H158,=R158*H158,"=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C158,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,159,6608442966,,组合式充电插座线束总成,,E281-XJ-01,,橡胶件,,N,,/,,,,3,,PCS,,恒伟林/远信/博昊/天乐,,★,,,,"=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,12,0),0)",=O159/1000*18.91+P159/1000*76.45+Q159/1000,=O159/1000*18.91+P159/1000*76.45+Q159/1000,=(N159+R159)*H159,=(N159+R159)*H159,=O159/1000*H159,=O159/1000*H159,=P159*H159,=P159*H159,=R159*H159,=R159*H159,"=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C159,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,160,6608442966,,组合式充电插座线束总成,,E281-XJ-02,,橡胶件,,N,,/,,,,1,,PCS,,恒伟林/远信/博昊/天乐,,★,,,,"=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,12,0),0)",=O160/1000*18.91+P160/1000*76.45+Q160/1000,=O160/1000*18.91+P160/1000*76.45+Q160/1000,=(N160+R160)*H160,=(N160+R160)*H160,=O160/1000*H160,=O160/1000*H160,=P160*H160,=P160*H160,=R160*H160,=R160*H160,"=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C160,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,161,6608442966,,组合式充电插座线束总成,,E281-XJ-03,,橡胶件,,N,,/,,,,1,,PCS,,恒伟林/远信/博昊/天乐,,★,,,,"=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,12,0),0)",=O161/1000*18.91+P161/1000*76.45+Q161/1000,=O161/1000*18.91+P161/1000*76.45+Q161/1000,=(N161+R161)*H161,=(N161+R161)*H161,=O161/1000*H161,=O161/1000*H161,=P161*H161,=P161*H161,=R161*H161,=R161*H161,"=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C161,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,162,6608442966,,组合式充电插座线束总成,,E281-XJ-04,,橡胶件,,N,,/,,,,1,,PCS,,恒伟林/远信/博昊/天乐,,★,,,,"=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,12,0),0)",=O162/1000*18.91+P162/1000*76.45+Q162/1000,=O162/1000*18.91+P162/1000*76.45+Q162/1000,=(N162+R162)*H162,=(N162+R162)*H162,=O162/1000*H162,=O162/1000*H162,=P162*H162,=P162*H162,=R162*H162,=R162*H162,"=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C162,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,163,6608442966,,组合式充电插座线束总成,,PP9104320,,7*12箭头扎带,,N,,A06101606,,,,2,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,12,0),0)",=O163/1000*18.91+P163/1000*76.45+Q163/1000,=O163/1000*18.91+P163/1000*76.45+Q163/1000,=(N163+R163)*H163,=(N163+R163)*H163,=O163/1000*H163,=O163/1000*H163,=P163*H163,=P163*H163,=R163*H163,=R163*H163,"=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C163,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,164,6608442966,,组合式充电插座线束总成,,PP9108401,,M8箭头卡扣,,N,,/,,,,1,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,12,0),0)",=O164/1000*18.91+P164/1000*76.45+Q164/1000,=O164/1000*18.91+P164/1000*76.45+Q164/1000,=(N164+R164)*H164,=(N164+R164)*H164,=O164/1000*H164,=O164/1000*H164,=P164*H164,=P164*H164,=R164*H164,=R164*H164,"=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C164,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,165,6608442966,,组合式充电插座线束总成,,PP9122201,,M6竖置螺柱卡,,N,,A06101666,,,,1,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,12,0),0)",=O165/1000*18.91+P165/1000*76.45+Q165/1000,=O165/1000*18.91+P165/1000*76.45+Q165/1000,=(N165+R165)*H165,=(N165+R165)*H165,=O165/1000*H165,=O165/1000*H165,=P165*H165,=P165*H165,=R165*H165,=R165*H165,"=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C165,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,166,6608442966,,组合式充电插座线束总成,,PP9123801,,M5螺柱卡扣,,N,,/,,,,1,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,12,0),0)",=O166/1000*18.91+P166/1000*76.45+Q166/1000,=O166/1000*18.91+P166/1000*76.45+Q166/1000,=(N166+R166)*H166,=(N166+R166)*H166,=O166/1000*H166,=O166/1000*H166,=P166*H166,=P166*H166,=R166*H166,=R166*H166,"=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C166,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,167,6608442966,,组合式充电插座线束总成,,PP9117701,,M6杉树卡扣,,N,,A06004922,,,,1,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,12,0),0)",=O167/1000*18.91+P167/1000*76.45+Q167/1000,=O167/1000*18.91+P167/1000*76.45+Q167/1000,=(N167+R167)*H167,=(N167+R167)*H167,=O167/1000*H167,=O167/1000*H167,=P167*H167,=P167*H167,=R167*H167,=R167*H167,"=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C167,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,168,6608442966,,组合式充电插座线束总成,,PP9220301,,7*12箭头一字卡,,N,,A06004079,,,,1,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,12,0),0)",=O168/1000*18.91+P168/1000*76.45+Q168/1000,=O168/1000*18.91+P168/1000*76.45+Q168/1000,=(N168+R168)*H168,=(N168+R168)*H168,=O168/1000*H168,=O168/1000*H168,=P168*H168,=P168*H168,=R168*H168,=R168*H168,"=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C168,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
KSK线束BOM明细,169,6608442966,,组合式充电插座线束总成,,111-00563,,扎带绳,,N,,A06010012,,,,7,,PCS,,上海众安/海尔曼太通,,★,,,,"=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,8,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,9,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,10,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,11,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,12,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,12,0),0)",=O169/1000*18.91+P169/1000*76.45+Q169/1000,=O169/1000*18.91+P169/1000*76.45+Q169/1000,=(N169+R169)*H169,=(N169+R169)*H169,=O169/1000*H169,=O169/1000*H169,=P169*H169,=P169*H169,=R169*H169,=R169*H169,"=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,13,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,14,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,15,0),0)","=IFERROR(VLOOKUP($C169,二次物料明细!$A:$O,15,0),0)",,,,,,,,,,,,
